No.Manifiesto,CodCliente,NomCliente,FechDocumento,DocTotal,NumLinea,ItemCode,Dscription,Cantidad,Precio,Subtotal,SubTotal09,Peso,Ciudad,TipoCliente
40409060,C0968594650001,COORDINACION ZONAL 8-SALUD,31/10/2021,9.92,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.3,1.03,2.369,2.369,2.3,GUAYAQUIL,TPP
40409059,C0968594650001,COORDINACION ZONAL 8-SALUD,31/10/2021,10.73,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.5,1.03,3.605,3.605,3.5,GUAYAQUIL,TPP
40409059,C0968594650001,COORDINACION ZONAL 8-SALUD,31/10/2021,10.73,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.8,1.03,5.974,5.974,5.8,GUAYAQUIL,TPP
40409122,C0968594650001,COORDINACION ZONAL 8-SALUD,1/11/2021,17.76,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.7,1.03,0.721,0.721,0.7,GUAYAQUIL,TPP
40409122,C0968594650001,COORDINACION ZONAL 8-SALUD,1/11/2021,17.76,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.7,1.03,15.141,15.141,14.7,GUAYAQUIL,TPP
40409123,C0968594650001,COORDINACION ZONAL 8-SALUD,1/11/2021,2.31,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.8,1.03,0.824,0.824,0.8,GUAYAQUIL,TPP
40409123,C0968594650001,COORDINACION ZONAL 8-SALUD,1/11/2021,2.31,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.2,1.03,1.236,1.236,1.2,GUAYAQUIL,TPP
40409213,C0968594650001,COORDINACION ZONAL 8-SALUD,2/11/2021,29.42,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.5,1.03,2.575,2.575,2.5,GUAYAQUIL,TPP
40409213,C0968594650001,COORDINACION ZONAL 8-SALUD,2/11/2021,29.42,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,23,1.03,23.69,23.69,23,GUAYAQUIL,TPP
40409214,C0968594650001,COORDINACION ZONAL 8-SALUD,2/11/2021,15.23,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1,1.03,1.03,1.03,1,GUAYAQUIL,TPP
40409214,C0968594650001,COORDINACION ZONAL 8-SALUD,2/11/2021,15.23,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.7,1.03,1.751,1.751,1.7,GUAYAQUIL,TPP
40409214,C0968594650001,COORDINACION ZONAL 8-SALUD,2/11/2021,15.23,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,10.5,1.03,10.815,10.815,10.5,GUAYAQUIL,TPP
40409302,C0968594650001,COORDINACION ZONAL 8-SALUD,3/11/2021,3.7,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1,1.03,1.03,1.03,1,GUAYAQUIL,TPP
40409302,C0968594650001,COORDINACION ZONAL 8-SALUD,3/11/2021,3.7,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.2,1.03,2.266,2.266,2.2,GUAYAQUIL,TPP
40409317,C0968594650001,COORDINACION ZONAL 8-SALUD,3/11/2021,17.18,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.8,1.03,0.824,0.824,0.8,GUAYAQUIL,TPP
40409317,C0968594650001,COORDINACION ZONAL 8-SALUD,3/11/2021,17.18,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.1,1.03,2.163,2.163,2.1,GUAYAQUIL,TPP
40409317,C0968594650001,COORDINACION ZONAL 8-SALUD,3/11/2021,17.18,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12,1.03,12.36,12.36,12,GUAYAQUIL,TPP
40409395,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,8.66,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.5,1.03,6.695,6.695,6.5,GUAYAQUIL,TPP
40409395,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,8.66,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1,1.03,1.03,1.03,1,GUAYAQUIL,TPP
40409394,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,6.92,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.2,1.03,2.266,2.266,2.2,GUAYAQUIL,TPP
40409394,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,6.92,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.8,1.03,3.914,3.914,3.8,GUAYAQUIL,TPP
40409366,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,1.85,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.3,1.03,1.339,1.339,1.3,GUAYAQUIL,TPP
40409366,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,1.85,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.3,1.03,0.309,0.309,0.3,GUAYAQUIL,TPP
40409449,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,10.73,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.6,1.03,6.798,6.798,6.6,GUAYAQUIL,TPP
40409449,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,10.73,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.7,1.03,2.781,2.781,2.7,GUAYAQUIL,TPP
40409396,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,1.74,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.5,1.03,1.545,1.545,1.5,GUAYAQUIL,TPP
40409419,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,5.42,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.3,1.03,2.369,2.369,2.3,GUAYAQUIL,TPP
40409419,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,5.42,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.4,1.03,2.472,2.472,2.4,GUAYAQUIL,TPP
40409479,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,10.16,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5.2,1.03,5.356,5.356,5.2,GUAYAQUIL,TPP
40409479,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,10.16,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.6,1.03,3.708,3.708,3.6,GUAYAQUIL,TPP
40409412,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,0.69,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.6,1.03,0.618,0.618,0.6,GUAYAQUIL,TPP
40409418,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,1.96,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.7,1.03,1.751,1.751,1.7,GUAYAQUIL,TPP
40409392,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,19.39,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.5,1.03,2.575,2.575,2.5,GUAYAQUIL,TPP
40409392,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,19.39,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.3,1.03,2.369,2.369,2.3,GUAYAQUIL,TPP
40409392,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,19.39,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12,1.03,12.36,12.36,12,GUAYAQUIL,TPP
40409451,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,5.31,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.5,1.03,1.545,1.545,1.5,GUAYAQUIL,TPP
40409451,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,5.31,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.1,1.03,3.193,3.193,3.1,GUAYAQUIL,TPP
40409393,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,9,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.5,1.03,4.635,4.635,4.5,GUAYAQUIL,TPP
40409393,C0968594650001,COORDINACION ZONAL 8-SALUD,4/11/2021,9,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.3,1.03,3.399,3.399,3.3,GUAYAQUIL,TPP
40409887,C0968594650001,COORDINACION ZONAL 8-SALUD,5/11/2021,17.89,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.3,1.03,1.339,1.339,1.3,GUAYAQUIL,TPP
40409887,C0968594650001,COORDINACION ZONAL 8-SALUD,5/11/2021,17.89,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.2,1.03,14.626,14.626,14.2,GUAYAQUIL,TPP
40409888,C0968594650001,COORDINACION ZONAL 8-SALUD,5/11/2021,23.65,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.2,1.03,2.266,2.266,2.2,GUAYAQUIL,TPP
40409888,C0968594650001,COORDINACION ZONAL 8-SALUD,5/11/2021,23.65,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.5,1.03,1.545,1.545,1.5,GUAYAQUIL,TPP
40409888,C0968594650001,COORDINACION ZONAL 8-SALUD,5/11/2021,23.65,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16.8,1.03,17.304,17.304,16.8,GUAYAQUIL,TPP
40410232,C0968594650001,COORDINACION ZONAL 8-SALUD,6/11/2021,26.54,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.6,1.03,3.708,3.708,3.6,GUAYAQUIL,TPP
40410232,C0968594650001,COORDINACION ZONAL 8-SALUD,6/11/2021,26.54,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.9,1.03,2.987,2.987,2.9,GUAYAQUIL,TPP
40410232,C0968594650001,COORDINACION ZONAL 8-SALUD,6/11/2021,26.54,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16.5,1.03,16.995,16.995,16.5,GUAYAQUIL,TPP
40410233,C0968594650001,COORDINACION ZONAL 8-SALUD,6/11/2021,27.23,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,5.4,1.03,5.562,5.562,5.4,GUAYAQUIL,TPP
40410233,C0968594650001,COORDINACION ZONAL 8-SALUD,6/11/2021,27.23,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.2,1.03,3.296,3.296,3.2,GUAYAQUIL,TPP
40410233,C0968594650001,COORDINACION ZONAL 8-SALUD,6/11/2021,27.23,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15,1.03,15.45,15.45,15,GUAYAQUIL,TPP
40410320,C0968594650001,COORDINACION ZONAL 8-SALUD,7/11/2021,22.14,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.1,1.03,6.283,6.283,6.1,GUAYAQUIL,TPP
40410320,C0968594650001,COORDINACION ZONAL 8-SALUD,7/11/2021,22.14,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,13.1,1.03,13.493,13.493,13.1,GUAYAQUIL,TPP
40410319,C0968594650001,COORDINACION ZONAL 8-SALUD,7/11/2021,21.92,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.8,1.03,2.884,2.884,2.8,GUAYAQUIL,TPP
40410319,C0968594650001,COORDINACION ZONAL 8-SALUD,7/11/2021,21.92,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.7,1.03,4.841,4.841,4.7,GUAYAQUIL,TPP
40410319,C0968594650001,COORDINACION ZONAL 8-SALUD,7/11/2021,21.92,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,11.5,1.03,11.845,11.845,11.5,GUAYAQUIL,TPP
40410360,C0968594650001,COORDINACION ZONAL 8-SALUD,8/11/2021,6.92,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6,1.03,6.18,6.18,6,GUAYAQUIL,TPP
40410470,C0968594650001,COORDINACION ZONAL 8-SALUD,8/11/2021,6.35,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2,1.03,2.06,2.06,2,GUAYAQUIL,TPP
40410470,C0968594650001,COORDINACION ZONAL 8-SALUD,8/11/2021,6.35,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.5,1.03,3.605,3.605,3.5,GUAYAQUIL,TPP
40410469,C0968594650001,COORDINACION ZONAL 8-SALUD,8/11/2021,47.19,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2,1.03,2.06,2.06,2,GUAYAQUIL,TPP
40410469,C0968594650001,COORDINACION ZONAL 8-SALUD,8/11/2021,47.19,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.4,1.03,1.442,1.442,1.4,GUAYAQUIL,TPP
40410469,C0968594650001,COORDINACION ZONAL 8-SALUD,8/11/2021,47.19,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,37.5,1.03,38.625,38.625,37.5,GUAYAQUIL,TPP
40410897,C0968594650001,COORDINACION ZONAL 8-SALUD,9/11/2021,8.89,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.2,1.03,1.236,1.236,1.2,GUAYAQUIL,TPP
40410897,C0968594650001,COORDINACION ZONAL 8-SALUD,9/11/2021,8.89,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.5,1.03,6.695,6.695,6.5,GUAYAQUIL,TPP
40411148,C0968594650001,COORDINACION ZONAL 8-SALUD,9/11/2021,24.34,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.7,1.03,1.751,1.751,1.7,GUAYAQUIL,TPP
40411148,C0968594650001,COORDINACION ZONAL 8-SALUD,9/11/2021,24.34,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,19.4,1.03,19.982,19.982,19.4,GUAYAQUIL,TPP
40410820,C0968594650001,COORDINACION ZONAL 8-SALUD,9/11/2021,36.79,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.1,1.03,3.193,3.193,3.1,GUAYAQUIL,TPP
40410820,C0968594650001,COORDINACION ZONAL 8-SALUD,9/11/2021,36.79,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,28.8,1.03,29.664,29.664,28.8,GUAYAQUIL,TPP
40411282,C0968594650001,COORDINACION ZONAL 8-SALUD,10/11/2021,16.84,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.1,1.03,2.163,2.163,2.1,GUAYAQUIL,TPP
40411282,C0968594650001,COORDINACION ZONAL 8-SALUD,10/11/2021,16.84,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.5,1.03,12.875,12.875,12.5,GUAYAQUIL,TPP
40411224,C0968594650001,COORDINACION ZONAL 8-SALUD,10/11/2021,10.82,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.6,1.61,5.796,5.796,3.6,GUAYAQUIL,TPP
40411224,C0968594650001,COORDINACION ZONAL 8-SALUD,10/11/2021,10.82,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.4,1.61,3.864,3.864,2.4,GUAYAQUIL,TPP
40411283,C0968594650001,COORDINACION ZONAL 8-SALUD,10/11/2021,34.5,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.6,1.03,1.648,1.648,1.6,GUAYAQUIL,TPP
40411283,C0968594650001,COORDINACION ZONAL 8-SALUD,10/11/2021,34.5,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,8.7,1.03,8.961,8.961,8.7,GUAYAQUIL,TPP
40411283,C0968594650001,COORDINACION ZONAL 8-SALUD,10/11/2021,34.5,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,19.6,1.03,20.188,20.188,19.6,GUAYAQUIL,TPP
40411692,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,36.68,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,12.7,1.03,13.081,13.081,12.7,GUAYAQUIL,TPP
40411692,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,36.68,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,19.1,1.03,19.673,19.673,19.1,GUAYAQUIL,TPP
40411622,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,19.5,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.5,1.03,3.605,3.605,3.5,GUAYAQUIL,TPP
40411622,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,19.5,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,13.4,1.03,13.802,13.802,13.4,GUAYAQUIL,TPP
40411647,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,17.65,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.2,1.03,6.386,6.386,6.2,GUAYAQUIL,TPP
40411594,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,7.96,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.9,1.03,7.107,7.107,6.9,GUAYAQUIL,TPP
40411647,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,17.65,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,9.1,1.03,9.373,9.373,9.1,GUAYAQUIL,TPP
40411666,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,2.89,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.5,1.03,2.575,2.575,2.5,GUAYAQUIL,TPP
40411645,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,2.89,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.5,1.03,2.575,2.575,2.5,GUAYAQUIL,TPP
40411668,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,16.97,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2,1.03,2.06,2.06,2,GUAYAQUIL,TPP
40411668,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,16.97,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.03,1.236,1.236,1.2,GUAYAQUIL,TPP
40411668,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,16.97,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,11.5,1.03,11.845,11.845,11.5,GUAYAQUIL,TPP
40411621,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,1.15,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1,1.03,1.03,1.03,1,GUAYAQUIL,TPP
40412019,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,4.04,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2,1.03,2.06,2.06,2,GUAYAQUIL,TPP
40412019,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,4.04,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.5,1.03,1.545,1.545,1.5,GUAYAQUIL,TPP
40411693,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,1.84,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.8,1.03,0.824,0.824,0.8,GUAYAQUIL,TPP
40411693,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,1.84,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.8,1.03,0.824,0.824,0.8,GUAYAQUIL,TPP
40411667,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,4.61,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.9,1.03,2.987,2.987,2.9,GUAYAQUIL,TPP
40411667,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,4.61,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.1,1.03,1.133,1.133,1.1,GUAYAQUIL,TPP
40411639,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,1.74,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.5,1.03,1.545,1.545,1.5,GUAYAQUIL,TPP
40411725,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,5.77,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5,1.03,5.15,5.15,5,GUAYAQUIL,TPP
40411646,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,3.24,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.3,1.03,1.339,1.339,1.3,GUAYAQUIL,TPP
40411646,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,3.24,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.5,1.03,1.545,1.545,1.5,GUAYAQUIL,TPP
40411694,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,12.45,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.1,1.03,6.283,6.283,6.1,GUAYAQUIL,TPP
40411694,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,12.45,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.7,1.03,4.841,4.841,4.7,GUAYAQUIL,TPP
40411623,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,5.2,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.5,1.03,1.545,1.545,1.5,GUAYAQUIL,TPP
40411623,C0968594650001,COORDINACION ZONAL 8-SALUD,11/11/2021,5.2,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3,1.03,3.09,3.09,3,GUAYAQUIL,TPP
40412195,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2021,10.96,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,5,1.03,5.15,5.15,5,GUAYAQUIL,TPP
40412195,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2021,10.96,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.5,1.03,4.635,4.635,4.5,GUAYAQUIL,TPP
40412145,C0968594650001,COORDINACION ZONAL 8-SALUD,12/11/2021,9.23,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,8,1.03,8.24,8.24,8,GUAYAQUIL,TPP
40412466,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2021,16.15,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,8,1.03,8.24,8.24,8,GUAYAQUIL,TPP
40412466,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2021,16.15,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.6,1.03,5.768,5.768,5.6,GUAYAQUIL,TPP
40412466,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2021,16.15,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.4,1.03,0.412,0.412,0.4,GUAYAQUIL,TPP
40412467,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2021,26.88,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.8,1.03,2.884,2.884,2.8,GUAYAQUIL,TPP
40412467,C0968594650001,COORDINACION ZONAL 8-SALUD,13/11/2021,26.88,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,20.5,1.03,21.115,21.115,20.5,GUAYAQUIL,TPP
40412554,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2021,19.85,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.5,1.03,3.605,3.605,3.5,GUAYAQUIL,TPP
40412554,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2021,19.85,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.9,1.03,0.927,0.927,0.9,GUAYAQUIL,TPP
40412554,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2021,19.85,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.8,1.03,13.184,13.184,12.8,GUAYAQUIL,TPP
40412553,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2021,21.92,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.4,1.03,3.502,3.502,3.4,GUAYAQUIL,TPP
40412553,C0968594650001,COORDINACION ZONAL 8-SALUD,14/11/2021,21.92,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15.6,1.03,16.068,16.068,15.6,GUAYAQUIL,TPP
40412708,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2021,26.06,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.4,1.03,3.502,3.502,3.4,GUAYAQUIL,TPP
40412708,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2021,26.06,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.8,1.03,2.884,2.884,2.8,GUAYAQUIL,TPP
40412708,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2021,26.06,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16.4,1.03,16.892,16.892,16.4,GUAYAQUIL,TPP
40412707,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2021,13.62,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.5,1.03,3.605,3.605,3.5,GUAYAQUIL,TPP
40412707,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2021,13.62,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,8.3,1.03,8.549,8.549,8.3,GUAYAQUIL,TPP
40412597,C0968594650001,COORDINACION ZONAL 8-SALUD,15/11/2021,4.38,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.8,1.03,3.914,3.914,3.8,GUAYAQUIL,TPP
40413017,C0968594650001,COORDINACION ZONAL 8-SALUD,16/11/2021,21.35,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2,1.03,2.06,2.06,2,GUAYAQUIL,TPP
